page_id	name	external_link
5836932	AL-LAD	http://link.springer.com/chapter/10.1007/7854_2016_15
5836932	AL-LAD	http://onlinelibrary.wiley.com/doi/10.1002/dta.1985/abstract
5836932	AL-LAD	http://www.chemspider.com/Chemical-Structure.21106248.html
5836932	AL-LAD	http://www.commonchemistry.org/ChemicalDetail.aspx?ref=65527-61-9
5836932	AL-LAD	http://www.deadiversion.usdoj.gov/21cfr/cfr/1308/1308_11.htm
5836932	AL-LAD	http://www.ecstasydata.org/view.php?id=2829
5836932	AL-LAD	http://www.folkhalsomyndigheten.se/nyheter-och-press/nyhetsarkiv/2015/november/31-nya-amnen-kan-klassas-som-narkotika-eller-halsofarlig-vara/
5836932	AL-LAD	http://www.legislation.gov.uk/uksi/2014/3271/made
5836932	AL-LAD	https://isomerdesign.com/PiHKAL/read.php?domain=tk&id;=1
5836932	AL-LAD	https://www.admin.ch/opc/de/classified-compilation/20101220/index.html
5836932	AL-LAD	https://www.ebi.ac.uk/chembldb/index.php/compound/inspect/CHEMBL281787
5836932	AL-LAD	https://www.erowid.org/library/books_online/tihkal/tihkal01.shtml
5836932	AL-LAD	https://www.erowid.org/library/books_online/tihkal/tihkal26.shtml
5836932	AL-LAD	https://www.erowid.org/psychoactives/law/analog/analog_info1.shtml
5836932	AL-LAD	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/318693/UpdateGenericDefinitionTryptamines.pdf
5836932	AL-LAD	https://www.ukchemicalresearch.org/Thread-AL-LAD
5836932	AL-LAD	https://www.unodc.org/unodc/en/commissions/CND/conventions.html
5837072	ETH-LAD	//dx.doi.org/10.1007%2FBF02245940
5837072	ETH-LAD	//dx.doi.org/10.1021%2Fjm00147a022
5837072	ETH-LAD	//pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=44457783
5837072	ETH-LAD	//www.ncbi.nlm.nih.gov/pubmed/4032428
5837072	ETH-LAD	http://archives.drugabuse.gov/pdf/monographs/146.pdf
5837072	ETH-LAD	http://fdasis.nlm.nih.gov/srs/srsdirect.jsp?regno=21Z2736X9Q
5837072	ETH-LAD	http://isomerdesign.com/PiHKAL/read.php?domain=tk&id;=12
5837072	ETH-LAD	http://www.chemspider.com/Chemical-Structure.21106300.html
5837072	ETH-LAD	http://www.commonchemistry.org/ChemicalDetail.aspx?ref=65527-62-0
5837072	ETH-LAD	http://www.legislation.gov.uk/uksi/2014/3271/made
5837072	ETH-LAD	https://www.admin.ch/opc/de/classified-compilation/20101220/index.html
5837072	ETH-LAD	https://www.ebi.ac.uk/chembldb/index.php/compound/inspect/CHEMBL22694
5837072	ETH-LAD	https://www.erowid.org/library/books_online/tihkal/tihkal12.shtml
5837072	ETH-LAD	https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/318693/UpdateGenericDefinitionTryptamines.pdf
6026362	LSM-775	//pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=199507
6026362	LSM-775	//www.ncbi.nlm.nih.gov/pubmed/13476356
6026362	LSM-775	http://jpet.aspetjournals.org/content/120/3/340.abstract
6026362	LSM-775	http://www.chemspider.com/Chemical-Structure.172695.html
6026362	LSM-775	http://www.commonchemistry.org/ChemicalDetail.aspx?ref=4314-63-0
6026362	LSM-775	https://www.erowid.org/library/books_online/tihkal/tihkal26.shtml
40016021	4-AcO-DALT	http://chemapps.stolaf.edu/jmol/jmol.php?model=CC(%3DO)Oc1cccc2c1c(c%5BnH%5D2)CCN(CC%3DC)CC%3DC
40016021	4-AcO-DALT	http://www.chemspider.com/Chemical-Structure.32078886.html
40016021	4-AcO-DALT	http://www.commonchemistry.org/ChemicalDetail.aspx?ref=1445751-71-2
40016021	4-AcO-DALT	http://www.emcdda.europa.eu/attachements.cfm/att_212366_EN_EMCDDA-Europol%202012%20Annual%20Report_final.pdf
1809691	4-Acetoxy-DiPT	http://chemapps.stolaf.edu/jmol/jmol.php?model=CC(C)N(CCc1c%5BnH%5Dc2c1c(ccc2)OC(%3DO)C)C(C)C
1809691	4-Acetoxy-DiPT	http://www.chemspider.com/Chemical-Structure.21106240.html
1809691	4-Acetoxy-DiPT	http://www.commonchemistry.org/ChemicalDetail.aspx?ref=936015-60-0
1809691	4-Acetoxy-DiPT	http://www.erowid.org/chemicals/4_acetoxy_dipt/
1809691	4-Acetoxy-DiPT	http://www.mhlw.go.jp/bunya/iyakuhin/yakubuturanyou/scheduled-drug/list.html
1809691	4-Acetoxy-DiPT	http://www.notisum.se/rnp/sls/sfs/20050026.pdf
1809691	4-Acetoxy-DiPT	https://pubchem.ncbi.nlm.nih.gov/compound/24801868
1809691	4-Acetoxy-DiPT	https://www.retsinformation.dk/Forms/R0710.aspx?id=137169
1130259	4-HO-DET	//pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=9991554
1130259	4-HO-DET	http://tihkal.info/read.php?domain=tk&id;=16
1130259	4-HO-DET	http://www.chemspider.com/Chemical-Structure.8167136.html
1130259	4-HO-DET	http://www.commonchemistry.org/ChemicalDetail.aspx?ref=22204-89-3
1130259	4-HO-DET	http://www.erowid.org/chemicals/4_acetoxy_det/4_acetoxy_det_article1.shtml
1130259	4-HO-DET	http://www.erowid.org/library/books_online/tihkal/tihkal16.shtml
1130259	4-HO-DET	http://www.notisum.se/rnp/sls/sfs/20050733.pdf
1130259	4-HO-DET	https://www.ebi.ac.uk/chembldb/index.php/compound/inspect/CHEMBL143202
854649	4-HO-DiPT	//www.worldcat.org/oclc/38503252
854649	4-HO-DiPT	http://fdasis.nlm.nih.gov/srs/srsdirect.jsp?regno=YG9OUS518B
854649	4-HO-DiPT	http://leg.state.fl.us/statutes/index.cfm?App_mode=Display_Statute&URL;=0800-0899/0893/0893.html
854649	4-HO-DiPT	http://tihkal.info/read.php?domain=tk&id;=17
854649	4-HO-DiPT	http://www.chemspider.com/Chemical-Structure.10579819.html
854649	4-HO-DiPT	http://www.commonchemistry.org/ChemicalDetail.aspx?ref=63065-90-7
854649	4-HO-DiPT	http://www.deadiversion.usdoj.gov/21cfr/cfr/1308/1308_11.htm
854649	4-HO-DiPT	http://www.erowid.org/library/books_online/tihkal/tihkal.shtml
854649	4-HO-DiPT	http://www.notisum.se/rnp/sls/sfs/20050026.pdf
854649	4-HO-DiPT	https://www.erowid.org/chemicals/4_ho_dipt/4_ho_dipt_dose.shtml
854649	4-HO-DiPT	https://www.erowid.org/chemicals/4_ho_dipt/4_ho_dipt.shtml
854649	4-HO-DiPT	https://www.erowid.org/library/books_online/tihkal/tihkal17.shtml
11672909	4-HO-DPT	http://tihkal.info/read.php?domain=tk&id;=20
11672909	4-HO-DPT	http://www.chemspider.com/Chemical-Structure.10579817.html
11672909	4-HO-DPT	http://www.commonchemistry.org/ChemicalDetail.aspx?ref=63065-88-3
11672909	4-HO-DPT	http://www.erowid.org/library/books_online/tihkal/tihkal20.shtml
11679531	4-HO-MET	//www.worldcat.org/oclc/38503252
11679531	4-HO-MET	http://chemapps.stolaf.edu/jmol/jmol.php?model=CCN(C)CCc2c%5BnH%5Dc1cccc(O)c12
11679531	4-HO-MET	http://fdasis.nlm.nih.gov/srs/srsdirect.jsp?regno=6RN01B78NY
11679531	4-HO-MET	http://tihkal.info/read.php?domain=tk&id;=21
11679531	4-HO-MET	http://www.chemspider.com/Chemical-Structure.10513072.html
11679531	4-HO-MET	http://www.commonchemistry.org/ChemicalDetail.aspx?ref=77872-41-4
11679531	4-HO-MET	http://www.erowid.org/chemicals/4_ho_met/4_ho_met.shtml
11679531	4-HO-MET	http://www.erowid.org/chemicals/4_ho_met/4_ho_met_effects.shtml
11679531	4-HO-MET	http://www.erowid.org/experiences/exp.cgi?S1=436&S2;=-1&C1;=-1&Str;=
11679531	4-HO-MET	http://www.erowid.org/experiences/exp.php?ID=71218
11679531	4-HO-MET	http://www.erowid.org/library/books_online/tihkal/tihkal21.shtml
11679531	4-HO-MET	http://www.erowid.org/library/books_online/tihkal/tihkal.shtml
11679531	4-HO-MET	http://www.lakemedelsverket.se/upload/lvfs/LVFS_2012_6.pdf
11679531	4-HO-MET	https://pubchem.ncbi.nlm.nih.gov/compound/21786582
3051576	4-HO-MiPT	//pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=10082683
3051576	4-HO-MiPT	http://fdasis.nlm.nih.gov/srs/srsdirect.jsp?regno=4GAJ9OJ8YZ
3051576	4-HO-MiPT	http://tihkal.info/read.php?domain=tk&id;=22
3051576	4-HO-MiPT	http://www.chemspider.com/Chemical-Structure.8258221.html
3051576	4-HO-MiPT	http://www.commonchemistry.org/ChemicalDetail.aspx?ref=77872-43-6
3051576	4-HO-MiPT	http://www.erowid.org/chemicals/4_ho_mipt/4_ho_mipt.shtml
3051576	4-HO-MiPT	http://www.erowid.org/library/books_online/tihkal/tihkal22.shtml
3051576	4-HO-MiPT	http://www.notisum.se/rnp/sls/sfs/20050733.pdf
3051576	4-HO-MiPT	https://www.ebi.ac.uk/chembldb/index.php/compound/inspect/CHEMBL171419
18054613	4-HO-MPMI	//dx.doi.org/10.1021%2Fjm990325u
18054613	4-HO-MPMI	//pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?cid=10466404
18054613	4-HO-MPMI	//www.ncbi.nlm.nih.gov/pubmed/10514296
18054613	4-HO-MPMI	http://www.chemspider.com/Chemical-Structure.8641815.html
18054613	4-HO-MPMI	http://www.commonchemistry.org/ChemicalDetail.aspx?ref=250672-65-2
18054613	4-HO-MPMI	http://www.hipforums.com/newforums/showthread.php?t=315326
11679802	4-HO-MPT	http://chemapps.stolaf.edu/jmol/jmol.php?model=OC1%3DCC%3DCC2%3DC1C(CCN(C)CCC)%3DCN2
11679802	4-HO-MPT	http://tihkal.info/read.php?domain=tk&id;=23
11679802	4-HO-MPT	http://www.chemspider.com/Chemical-Structure.10513074.html
11679802	4-HO-MPT	http://www.commonchemistry.org/ChemicalDetail.aspx?ref=763035-03-6
11679802	4-HO-MPT	http://www.commonchemistry.org/ChemicalDetail.aspx?ref=77872-42-5
11679802	4-HO-MPT	http://www.deadiversion.usdoj.gov/21cfr/cfr/1308/1308_11.htm
11679802	4-HO-MPT	https://www.bluelight.org/vb/threads/550416-The-Big-amp-Dandy-4-HO-MPT-Thread
11679802	4-HO-MPT	https://www.drugs-forum.com/forum/showwiki.php?title=4-HO-MPT
11679802	4-HO-MPT	https://www.erowid.org/library/books_online/tihkal/tihkal23.shtml
11679802	4-HO-MPT	https://www.erowid.org/psychoactives/law/analog/analog_info1.shtml
11679802	4-HO-MPT	https://www.unodc.org/unodc/en/commissions/CND/conventions.html
10849137	5-Bromo-DMT	//dx.doi.org/10.1021%2Fjo01296a019
